keynum,methodName,methodOfClass,projectName,SIZE,LCOM1,LCOM2,LCOM4,COH,CC,DR,NOAV,WMA,code
1290,calculateMinByColumns(DataSet),D:\temp\case study\neuroph-2.94\org\neuroph\util\DataSetStats.java,neuroph,10,31,17,2,0.225,0.1133,0.666666667,7,4,"/** 
 * @param dataSet Neuroph dataset
 * @return minimum value for each variable in data set
 */
public static double[] calculateMinByColumns(DataSet dataSet){
  int inputSize=dataSet.getInputSize();
  double[] minColumnElements=new double[inputSize];
  for (int i=0; i < inputSize; i++) {
    minColumnElements[i]=Double.MAX_VALUE;
  }
  for (  DataSetRow dataSetRow : dataSet.getRows()) {
    double[] input=dataSetRow.getInput();
    for (int i=0; i < inputSize; i++) {
      minColumnElements[i]=Math.min(minColumnElements[i],input[i]);
    }
  }
  return minColumnElements;
}
"
1293,"createLayer(int,TransferFunctionType)",D:\temp\case study\neuroph-2.94\org\neuroph\util\LayerFactory.java,neuroph,6,11,7,3,0.2917,0.1012,0.666666667,4,2,"public static Layer createLayer(List<NeuronProperties> neuronPropertiesVector){
  Layer layer=new Layer();
  for (  NeuronProperties neuronProperties : neuronPropertiesVector) {
    Neuron neuron=NeuronFactory.createNeuron(neuronProperties);
    layer.addNeuron(neuron);
  }
  return layer;
}
"
1297,"network2array(NeuralNetwork,double[])",D:\temp\case study\neuroph-2.94\org\neuroph\util\NeuralNetworkCODEC.java,neuroph,8,23,18,3,0.2143,0.0586,1,7,4,"/** 
 * Encode a network to an array.
 * @param network The network to encode.
 */
public static void network2array(NeuralNetwork network,double[] array){
  int index=0;
  List<Layer> layers=network.getLayers();
  for (  Layer layer : layers) {
    for (    Neuron neuron : layer.getNeurons()) {
      for (      Connection connection : neuron.getOutConnections()) {
        array[index++]=connection.getWeight().getValue();
      }
    }
  }
}
"
1298,"array2network(double[],NeuralNetwork)",D:\temp\case study\neuroph-2.94\org\neuroph\util\NeuralNetworkCODEC.java,neuroph,9,31,26,4,0.1905,0.048,1,7,4,"/** 
 * Decode a network from an array.
 * @param array The array used to decode.
 * @param network The network to decode into.
 */
public static void array2network(double[] array,NeuralNetwork network){
  int index=0;
  List<Layer> layers=network.getLayers();
  for (  Layer layer : layers) {
    for (    Neuron neuron : layer.getNeurons()) {
      for (      Connection connection : neuron.getOutConnections()) {
        connection.getWeight().setValue(array[index++]);
      }
    }
  }
}
"
1299,determineArraySize(NeuralNetwork),D:\temp\case study\neuroph-2.94\org\neuroph\util\NeuralNetworkCODEC.java,neuroph,8,22,16,3,0.25,0.1111,1,5,3,"/** 
 * Determine the array size for the given neural network.
 * @param network The neural network to determine for.
 * @return The size of the array necessary to hold that network.
 */
public static int determineArraySize(NeuralNetwork network){
  int result=0;
  List<Layer> layers=network.getLayers();
  for (  Layer layer : layers) {
    for (    Neuron neuron : layer.getNeurons()) {
      result+=neuron.getOutConnections().size();
    }
  }
  return result;
}
"
1302,"createPerceptron(int,int,TransferFunctionType,Class)",D:\temp\case study\neuroph-2.94\org\neuroph\util\NeuralNetworkFactory.java,neuroph,8,21,14,4,0.1806,0.0858,1,5,3,"/** 
 * Creates  and returns a new instance of Perceptron network
 * @param inputNeuronsCount number of neurons in input layer
 * @param outputNeuronsCount number of neurons in output layer
 * @param transferFunctionType type of transfer function to use
 * @param learningRule learning rule class
 * @return instance of Perceptron network
 */
public static Perceptron createPerceptron(int inputNeuronsCount,int outputNeuronsCount,TransferFunctionType transferFunctionType,Class learningRule){
  Perceptron nnet=new Perceptron(inputNeuronsCount,outputNeuronsCount,transferFunctionType);
  if (learningRule.getName().equals(PerceptronLearning.class.getName())) {
    nnet.setLearningRule(new PerceptronLearning());
  }
 else   if (learningRule.getName().equals(BinaryDeltaRule.class.getName())) {
    nnet.setLearningRule(new BinaryDeltaRule());
  }
  return nnet;
}
"
1304,"createMLPerceptron(String,TransferFunctionType,Class,boolean,boolean)",D:\temp\case study\neuroph-2.94\org\neuroph\util\NeuralNetworkFactory.java,neuroph,15,79,53,5,0.1083,0.0968,0.888888889,8,6,"/** 
 * Creates and returns a new instance of Multi Layer Perceptron
 * @param layersStr space separated number of neurons in layers
 * @param transferFunctionType transfer function type for neurons
 * @return instance of Multi Layer Perceptron
 */
public static MultiLayerPerceptron createMLPerceptron(String layersStr,TransferFunctionType transferFunctionType,Class learningRule,boolean useBias,boolean connectIO){
  ArrayList<Integer> layerSizes=VectorParser.parseInteger(layersStr);
  NeuronProperties neuronProperties=new NeuronProperties(transferFunctionType,useBias);
  MultiLayerPerceptron nnet=new MultiLayerPerceptron(layerSizes,neuronProperties);
  if (learningRule.getName().equals(BackPropagation.class.getName())) {
    nnet.setLearningRule(new BackPropagation());
  }
 else   if (learningRule.getName().equals(MomentumBackpropagation.class.getName())) {
    nnet.setLearningRule(new MomentumBackpropagation());
  }
 else   if (learningRule.getName().equals(DynamicBackPropagation.class.getName())) {
    nnet.setLearningRule(new DynamicBackPropagation());
  }
 else   if (learningRule.getName().equals(ResilientPropagation.class.getName())) {
    nnet.setLearningRule(new ResilientPropagation());
  }
  if (connectIO) {
    nnet.connectInputsToOutputs();
  }
  return nnet;
}
"
1317,createNeuron(NeuronProperties),D:\temp\case study\neuroph-2.94\org\neuroph\util\NeuronFactory.java,neuroph,34,447,333,5,0.1294,0.146,0.625,15,11,"/** 
 * Creates and returns neuron instance according to the given specification in neuronProperties.
 * @param neuronPropertiesspecification of neuron properties
 * @return returns instance of neuron with specified properties
 */
public static Neuron createNeuron(NeuronProperties neuronProperties){
  InputFunction inputFunction=null;
  Class inputFunctionClass=neuronProperties.getInputFunction();
  if (inputFunctionClass != null) {
    inputFunction=createInputFunction(inputFunctionClass);
  }
  TransferFunction transferFunction=createTransferFunction(neuronProperties.getTransferFunctionProperties());
  Neuron neuron=null;
  Class neuronClass=neuronProperties.getNeuronType();
  try {
    Class[] paramTypes={InputFunction.class,TransferFunction.class};
    Constructor con=neuronClass.getConstructor(paramTypes);
    Object[] paramList=new Object[2];
    paramList[0]=inputFunction;
    paramList[1]=transferFunction;
    neuron=(Neuron)con.newInstance(paramList);
  }
 catch (  NoSuchMethodException e) {
  }
catch (  InstantiationException e) {
    throw new NeurophException(""InstantiationException while creating Neuron!"",e);
  }
catch (  IllegalAccessException e) {
    throw new NeurophException(""IllegalAccessException while creating Neuron!"",e);
  }
catch (  InvocationTargetException e) {
    throw new NeurophException(""InvocationTargetException while creating Neuron!"",e);
  }
  if (neuron == null) {
    try {
      neuron=(Neuron)neuronClass.newInstance();
    }
 catch (    IllegalAccessException e) {
      System.err.println(""InstantiationException while creating Neuron!"");
      e.printStackTrace();
    }
catch (    InstantiationException e) {
      System.err.println(""InstantiationException while creating Neuron!"");
      e.printStackTrace();
    }
  }
  if (neuronProperties.hasProperty(""thresh"")) {
    ((ThresholdNeuron)neuron).setThresh((Double)neuronProperties.getProperty(""thresh""));
  }
 else   if (neuronProperties.hasProperty(""bias"")) {
    ((InputOutputNeuron)neuron).setBias((Double)neuronProperties.getProperty(""bias""));
  }
  return neuron;
}
"
1318,createInputFunction(Class),D:\temp\case study\neuroph-2.94\org\neuroph\util\NeuronFactory.java,neuroph,9,27,18,4,0.2963,0.2286,1,4,3,"private static InputFunction createInputFunction(Class inputFunctionClass){
  InputFunction inputFunction=null;
  try {
    inputFunction=(InputFunction)inputFunctionClass.newInstance();
  }
 catch (  InstantiationException e) {
    throw new NeurophException(""InstantiationException while creating InputFunction!"",e);
  }
catch (  IllegalAccessException e) {
    throw new NeurophException(""IllegalAccessException while creating InputFunction!"",e);
  }
  return inputFunction;
}
"
1319,createTransferFunction(Properties),D:\temp\case study\neuroph-2.94\org\neuroph\util\NeuronFactory.java,neuroph,31,407,349,8,0.1147,0.1004,1,13,9,"/** 
 * Creates and returns instance of transfer function
 * @param tfPropertiestransfer function properties
 * @return returns transfer function
 */
private static TransferFunction createTransferFunction(Properties tfProperties){
  TransferFunction transferFunction=null;
  Class tfClass=(Class)tfProperties.getProperty(""transferFunction"");
  try {
    Class[] paramTypes=null;
    Constructor[] cons=tfClass.getConstructors();
    for (int i=0; i < cons.length; i++) {
      paramTypes=cons[i].getParameterTypes();
      if ((paramTypes.length == 1) && (paramTypes[0] == Properties.class)) {
        Class[] argTypes=new Class[1];
        argTypes[0]=Properties.class;
        Constructor ct=tfClass.getConstructor(argTypes);
        Object[] argList=new Object[1];
        argList[0]=tfProperties;
        transferFunction=(TransferFunction)ct.newInstance(argList);
        break;
      }
 else       if (paramTypes.length == 0) {
        transferFunction=(TransferFunction)tfClass.newInstance();
        break;
      }
    }
    return transferFunction;
  }
 catch (  NoSuchMethodException e) {
    System.err.println(""getConstructor() couldn't find the constructor while creating TransferFunction!"");
    e.printStackTrace();
  }
catch (  InstantiationException e) {
    System.err.println(""InstantiationException while creating TransferFunction!"");
    e.printStackTrace();
  }
catch (  IllegalAccessException e) {
    System.err.println(""No permission to invoke method while creating TransferFunction!"");
    e.printStackTrace();
  }
catch (  InvocationTargetException e) {
    System.err.println(""Method threw an: "" + e.getTargetException() + "" while creating TransferFunction!"");
    e.printStackTrace();
  }
  return transferFunction;
}
"
1320,NeuronProperties(),D:\temp\case study\neuroph-2.94\org\neuroph\util\NeuronProperties.java,neuroph,6,12,9,4,0.5,0.25,1,2,1,"public NeuronProperties(TransferFunctionType transferFunctionType,boolean useBias){
  initKeys();
  this.setProperty(""inputFunction"",WeightedSum.class);
  this.setProperty(""transferFunction"",transferFunctionType.getTypeClass());
  this.setProperty(""useBias"",useBias);
  this.setProperty(""neuronType"",Neuron.class);
}
"
1347,"importFromFile(String,int,int,String)",D:\temp\case study\neuroph-2.94\org\neuroph\util\TrainingSetImport.java,neuroph,28,309,240,3,0.0966,0.1278,0.666666667,16,10,"public static DataSet importFromFile(String filePath,int inputsCount,int outputsCount,String separator) throws IOException, FileNotFoundException, NumberFormatException {
  FileReader fileReader=null;
  try {
    DataSet trainingSet=new DataSet(inputsCount,outputsCount);
    fileReader=new FileReader(new File(filePath));
    BufferedReader reader=new BufferedReader(fileReader);
    String line="""";
    while ((line=reader.readLine()) != null) {
      double[] inputs=new double[inputsCount];
      double[] outputs=new double[outputsCount];
      String[] values=line.split(separator);
      if (values[0].equals(""""))       continue;
      for (int i=0; i < inputsCount; i++)       inputs[i]=Double.parseDouble(values[i]);
      for (int i=0; i < outputsCount; i++)       outputs[i]=Double.parseDouble(values[inputsCount + i]);
      if (outputsCount > 0) {
        trainingSet.addRow(new DataSetRow(inputs,outputs));
      }
 else {
        trainingSet.addRow(new DataSetRow(inputs));
      }
    }
    return trainingSet;
  }
 catch (  FileNotFoundException ex) {
    ex.printStackTrace();
    throw ex;
  }
catch (  IOException ex) {
    if (fileReader != null) {
      fileReader.close();
    }
    ex.printStackTrace();
    throw ex;
  }
catch (  NumberFormatException ex) {
    fileReader.close();
    ex.printStackTrace();
    throw ex;
  }
}
"
1348,parseInteger(String),D:\temp\case study\neuroph-2.94\org\neuroph\util\VectorParser.java,neuroph,8,21,14,3,0.25,0.1235,0,4,2,"/** 
 * This method parses input String and returns Integer vector
 * @param strinput String
 * @return Integer vector
 */
static public ArrayList<Integer> parseInteger(String str){
  StringTokenizer tok=new StringTokenizer(str);
  ArrayList<Integer> ret=new ArrayList<Integer>();
  while (tok.hasMoreTokens()) {
    Integer d=Integer.valueOf(tok.nextToken());
    ret.add(d);
  }
  return ret;
}
"
1349,parseDoubleArray(String),D:\temp\case study\neuroph-2.94\org\neuroph\util\VectorParser.java,neuroph,7,15,9,3,0.2857,0.1267,0,4,2,"/** 
 * This method parses input String and returns double array
 * @param inputStrinput String
 * @return double array
 */
static public double[] parseDoubleArray(String inputStr){
  String[] inputsArrStr=inputStr.split("" "");
  double[] ret=new double[inputsArrStr.length];
  for (int i=0; i < inputsArrStr.length; i++) {
    ret[i]=Double.parseDouble(inputsArrStr[i]);
  }
  return ret;
}
"
1350,toDoubleArray(List<Double>),D:\temp\case study\neuroph-2.94\org\neuroph\util\VectorParser.java,neuroph,6,11,7,3,0.3889,0.1667,0,3,2,"public static double[] toDoubleArray(List<Double> list){
  double[] ret=new double[list.size()];
  for (int i=0; i < list.size(); i++) {
    ret[i]=list.get(i).doubleValue();
  }
  return ret;
}
"
1351,convertToVector(double[]),D:\temp\case study\neuroph-2.94\org\neuroph\util\VectorParser.java,neuroph,6,11,7,3,0.3333,0.1667,0,3,2,"public static ArrayList<Double> convertToVector(double[] array){
  ArrayList<Double> vector=new ArrayList<Double>(array.length);
  for (  double val : array) {
    vector.add(val);
  }
  return vector;
}
"
1352,"convertJMLToNeurophDataset(Dataset,int,int)",D:\temp\case study\neuroph-2.94\org\neuroph\adapters\jml\JMLDataSetConverter.java,neuroph,42,747,633,4,0.0855,0.0484,0.5,19,14,"/** 
 * Converts Java-ML data set to Neuroph data set
 * @param jmlDataset Dataset Java-ML data set
 * @param numInputs int Number of inputs
 * @param numOutputs int Number of outputs
 * @return Neuroph data set
 */
public static DataSet convertJMLToNeurophDataset(Dataset jmlDataset,int numInputs,int numOutputs){
  if (numInputs <= 0) {
    throw new IllegalArgumentException(""Number of inputs  in DataSet cannot be zero or negative!"");
  }
  if (numOutputs < 0) {
    throw new IllegalArgumentException(""Number of outputs  in DataSet cannot be negative!"");
  }
  int rowSize=jmlDataset.noAttributes() + 1;
  if (numOutputs + numInputs < rowSize) {
    throw new IllegalArgumentException(""Number of outputs and inputs should be equal to number of attributes from data set!"");
  }
  DataSet neurophDataset;
  if (numOutputs == 0) {
    neurophDataset=new DataSet(rowSize);
  }
 else {
    neurophDataset=new DataSet(numInputs,numOutputs);
  }
  List<String> outputClasses=new ArrayList<String>();
  for (int i=0; i < jmlDataset.size(); i++) {
    if (!outputClasses.contains(jmlDataset.get(i).classValue().toString())) {
      outputClasses.add(jmlDataset.get(i).classValue().toString());
    }
  }
  for (int i=0; i < jmlDataset.size(); i++) {
    Iterator attributeIterator=jmlDataset.get(i).iterator();
    double[] values=new double[rowSize];
    int index=0;
    while (attributeIterator.hasNext()) {
      Double attrValue=(Double)attributeIterator.next();
      values[index]=attrValue.doubleValue();
      index++;
    }
    DataSetRow row=null;
    if (numOutputs == 0) {
      row=new DataSetRow(values);
    }
 else {
      double[] inputs=new double[numInputs];
      double[] outputs=new double[outputClasses.size()];
      int k=0;
      int j=0;
      for (int v=0; v < values.length; v++) {
        if (v < numInputs) {
          inputs[j]=values[v];
          j++;
        }
      }
      for (      String cla : outputClasses) {
        if (cla.equals(jmlDataset.get(i).classValue().toString())) {
          outputs[k]=1;
        }
 else {
          outputs[k]=0;
        }
        k++;
      }
      row=new DataSetRow(inputs,outputs);
    }
    row.setLabel(jmlDataset.get(i).classValue().toString());
    neurophDataset.addRow(row);
  }
  return neurophDataset;
}
"
